belong,l_type,name,point,tname,time
외국어 일본어과,전공선택,국외인턴십1(일본어),18,편무진,
외국어 일본어과,전공선택,국외인턴십2(일본어),12,편무진,
외국어 일본어과,전공선택,시사일본어,3,심기재,"화5,6,7(인318-02)/목5,6,7(인517-01)"
외국어 일본어과,대학기초교양,외국언어의이해,3,박영주,"월2,3,4,5,6,7(인520)"
외국어 일본어과,전공선택,일문학사2,3,왕신영,"월10,11,12(인000-11)/금3,4,5(인521)"
외국어 일본어과,전공선택,일문학특강2(원어),3,왕신영,"월5,6,7(인521)/목11,12,13(인000-11)"
외국어 일본어과,전공선택,일본고중세사(원어),3,심기재,"월5,6,7/수5,6,7(인517-01)"
외국어 일본어과,전공선택,일본어교재연구및지도법,3,표경현,"목10,11,12,13,14,15(인429-02)"
외국어 일본어과,학과기초,일본어실습2,2,이태훈,"목6,7,8,9,10,11(인115-01)"
외국어 일본어과,학과기초,일본어실습2,2,이태훈,"금6,7,8,9,10,11(인521)"
외국어 일본어과,학과기초,일본어실습2,2,최진희,"금12,13,14,15,16,17(인215)"
외국어 일본어과,전공선택,일어학특강2,2,최병규,"화14,15,16,17(인521)"
외국어 일본어과,전공선택,중급일본어강독2,3,편무진,"화2,3,4(인521)/금2,3,4(인322-01)"
외국어 일본어과,전공선택,중급일본어강독2,3,왕신영,"화9,10,11(인517-01)/목6,7,8(인521)"
외국어 일본어과,전공필수,중급일본어작문2,2,최병규,"월14,15,16,17(인521)"
외국어 일본어과,전공필수,중급일본어작문2(원어),2,한원형,"금6,7,8,9(인322-01)"
외국어 일본어과,전공필수,중급일본어회화2,3,다바타미쓰코,"수10,11,12/금11,12,13(인517-01)"
외국어 일본어과,전공필수,중급일본어회화2,3,다바타미쓰코,"목2,3,4/금2,3,4(인517-01)"
외국어 일본어과,전공필수,중급일본어회화2,3,다바타미쓰코,"목9,10,11(인521)/금7,8,9(인517-01)"
외국어 일본어과,학과기초,초급일본어강독2,2,편무진,"목2,3,4,5(인521)"
외국어 일본어과,학과기초,초급일본어강독2,2,한원형,"목15,16,17,18(인320-02)"
외국어 일본어과,학과기초,초급일본어강독2,2,한원형,"금2,3,4,5(인527)"
외국어 일본어과,전공선택,초급일본어작문2,3,최병규,"수6,7,8(인521)/목2,3,4(인318-02)"
외국어 일본어과,전공선택,초급일본어작문2,3,최병규,"화6,7,8(인517-01)/수13,14,15(인521)"
외국어 일본어과,학과기초,초급일본어회화2,2,송귀영,"금6,7,8,9,10,11(인000-10)"
외국어 일본어과,학과기초,초급일본어회화2,2,송귀영,"금12,13,14,15,16,17(인521)"
외국어 일본어과,학과기초,초급일본어회화2,2,조혜숙,"화6,7,8,9,10,11(인521)"
외국어 일본어과,학과기초,초급일본어회화2,2,조혜숙,"화12,13,14,15,16,17(인008-01)"
외국어 일본어과,전공선택,취창업전공세미나2([1전공자 2~4학년만 이수 가능함]),2,편무진,"화8,9,10,11(인008-01)"
외국어 일본어과,전공선택,한일관계사(원어),3,심기재,"화13,14,15/수13,14,15(인517-01)"
외국어 독일어과,전공필수,고급독일어문법(원어),3,김동욱,"월14,15,16/화14,15,16(인524-01)"
외국어 독일어과,전공선택,교과논리및논술,2,전병용,"월14,15,16,17(인429-01)"
외국어 독일어과,학과기초,기초독일어문법2,2,최경인,"목2,3,4,5,6,7(인524-02)"
외국어 독일어과,학과기초,기초독일어읽기2,2,노태한,"월2,3,4/수2,3,4(인518-01)"
외국어 독일어과,학과기초,기초독일어회화2,2,전진아,"월13,14,15,16,17,18(인518-01)"
외국어 독일어과,전공선택,독일문학개론,3,노태한,"화2,3,4/목2,3,4(인518-01)"
외국어 독일어과,전공필수,독일문학이야기2,3,노태한,"화5,6,7/목5,6,7(인518-01)"
외국어 독일어과,전공선택,독일어교재연구및지도법,3,표경현,"목10,11,12,13,14,15(인429-02)"
외국어 독일어과,전공선택,독일어능력시험준비1,3,전진아,"월8,9,10(인518-01)/목14,15,16(인524-01)"
외국어 독일어과,전공선택,독일어번역연습2,3,정원석,"화11,12,13/목11,12,13(인524-01)"
외국어 독일어과,전공선택,독일어작문(원어),3,정원석,"화8,9,10/수11,12,13(인518-01)"
외국어 독일어과,전공필수,독일어학개론(원어),3,김동욱,"월5,6,7/수5,6,7(인524-01)"
외국어 독일어과,전공선택,독일의문화와예술,3,김동욱,"화5,6,7/목5,6,7(인524-01)"
외국어 독일어과,전공선택,독일의정치와경제,3,정원석,"화14,15,16/목14,15,16(인518-01)"
외국어 독일어과,전공선택,시사독일어(원어),3,노태한,"월5,6,7/수5,6,7(인518-01)"
외국어 독일어과,전공선택,영화로배우는독일어회화(원어),3,김동욱,"수14,15,16/목8,9,10(인524-01)"
외국어 독일어과,대학기초교양,외국문화의이해,3,조원,"목11,12,13,14,15,16(인008-01)"
외국어 독일어과,전공필수,중급독일어회화2,3,전진아,"목8,9,10,11,12,13(인518-01)"
외국어 독일어과,전공선택,취창업전공세미나2([1전공자 2~4학년만 이수 가능함]),2,정원석,"월17,18,19(인524-01)"
외국어 프랑스어과,전공선택,고급프랑스어독해2플립러닝(원어),2,김현주,"수9,10,11,12(인523-02)"
외국어 프랑스어과,전공선택,교과논리및논술,2,전병용,"월14,15,16,17(인429-01)"
외국어 프랑스어과,전공필수,델프(DELF)2,3,베이죠소랑쥬,"월5,6,7/화9,10,11(인523-02)"
외국어 프랑스어과,대학기초교양,외국문화의이해,3,조원,"월2,3,4/목5,6,7(인008-01)"
외국어 프랑스어과,전공선택,중급프랑스어문법2,3,유은순,"수11,12,13,14,15,16(인516-02)"
외국어 프랑스어과,전공선택,중급프랑스어작문,3,권이오,"화2,3,4(인516-02)/목2,3,4(인523-02)"
외국어 프랑스어과,전공필수,중급프랑스어회화2,2,베이죠소랑쥬,"수6,7,8,9(인516-02)"
외국어 프랑스어과,학과기초,초급프랑스어회화2,2,베이죠소랑쥬,"목13,14,15,16(인523-02)"
외국어 프랑스어과,학과기초,초급프랑스어회화2,2,베이죠소랑쥬,"목9,10,11,12(인523-02)"
외국어 프랑스어과,전공선택,취창업전공세미나2([1전공자 2~4학년만 이수 가능함])(원어),2,류선정,"월14,15,16,17(인516-02)"
외국어 프랑스어과,전공선택,프랑스단편강독,3,류선정,"월5,6,7/화12,13,14(인516-02)"
외국어 프랑스어과,전공선택,프랑스명작의이해,3,권이오,"월2,3,4(인516-02)/수5,6,7(인523-02)"
외국어 프랑스어과,전공선택,프랑스문학과사회(원어),3,권이오,"화6,7,8/목5,6,7(인523-02)"
외국어 프랑스어과,전공선택,프랑스문학과예술,3,류선정,"월11,12,13/목5,6,7(인516-02)"
외국어 프랑스어과,전공선택,프랑스시와샹송(원어),3,류선정,"화5,6,7/목11,12,13(인516-02)"
외국어 프랑스어과,전공선택,프랑스어교재연구및지도법,3,표경현,"목10,11,12,13,14,15(인429-02)"
외국어 프랑스어과,전공선택,프랑스어권다문화플립러닝,2,김현주,"화8,9,10,11(인516-02)"
외국어 프랑스어과,학과기초,프랑스어듣기ㆍ발음연습1플립러닝,2,김현주,"화14,15,16,17(인523-02)"
외국어 프랑스어과,학과기초,프랑스어입문2,2,홍희수,"수2,3,4,5(인516-02)"
외국어 프랑스어과,전공선택,프랑스어통번역플립러닝(원어),3,김현주,"수13,14,15,16,17,18(인523-02)"
외국어 스페인어과,전공선택,고급실용스페인어,3,양승관,"월2,3,4(인418-01)/목5,6,7(인320-02)"
외국어 스페인어과,전공선택,교과논리및논술,2,전병용,"월14,15,16,17(인429-01)"
외국어 스페인어과,학과기초,기초스페인어2,3,심상완,"월5,6,7/수5,6,7(인323)"
외국어 스페인어과,전공선택,라틴아메리카역사와문화(원어),3,김부자,"월5,6,7(인320-02)/수5,6,7(인418-01)"
외국어 스페인어과,전공선택,비즈니스스페인어(원어),3,이용선,"화14,15,16/수2,3,4(인418-01)"
외국어 스페인어과,전공선택,스페인라틴아메리카지역연구,3,이용선,"수14,15,16/목2,3,4(인418-01)"
외국어 스페인어과,전공선택,스페인어고급강독2,3,이용선,"화5,6,7/수11,12,13(인418-01)"
외국어 스페인어과,전공필수,스페인어고급회화2,3,호세안또니오,"화2,3,4(인418-01)/수5,6,7(인320-02)"
외국어 스페인어과,전공선택,스페인어교재연구및지도법,3,표경현,"목10,11,12,13,14,15(인429-02)"
외국어 스페인어과,학과기초,스페인어기초회화2,3,호세안또니오,"월13,14,15,16(인418-01)/화14,15,16,17(인320-02)"
외국어 스페인어과,학과기초,스페인어기초회화2,3,호세안또니오,"화10,11,12,13(인418-01)/목10,11,12,13(인320-02)"
외국어 스페인어과,전공선택,스페인어중급강독2,3,이용선,"화11,12,13/목11,12,13(인323)"
외국어 스페인어과,전공선택,스페인어중급문법,3,양승관,"월14,15,16/목14,15,16(인323)"
외국어 스페인어과,전공선택,스페인어중급작문2,3,심상완,"수2,3,4/목5,6,7(인323)"
외국어 스페인어과,전공필수,스페인어중급회화2,3,호세안또니오,"월2,3,4/목2,3,4(인323)"
외국어 스페인어과,전공필수,스페인어중급회화2,3,호세안또니오,"화5,6,7(인323)/수14,15,16(인320-02)"
외국어 스페인어과,전공선택,시사스페인어(원어),3,양승관,"월10,11,12(인418-01)/목2,3,4(인320-02)"
외국어 스페인어과,대학기초교양,외국문화의이해,3,조원,"월2,3,4/목5,6,7(인008-01)"
외국어 스페인어과,전공선택,취창업전공세미나2([1전공자 2~4학년만 이수 가능함])(원어),2,이용선,"목14,15,16,17(인418-01)"
외국어 스페인어과,전공선택,한국어-스페인어번역실습2(원어),3,심상완,"월14,15,16/화11,12,13(인320-02)"
보건과학 보건행정학과,전공선택,병원전략기획론,2,김성호,"화2,3,4,5"
보건과학 보건행정학과,전공선택,병원회계학(원어),3,김장묵,"화10,11,12(3과108)/목2,3,4(3과107)"
보건과학 보건행정학과,전공필수,보건경제학개론,3,김장묵,"월11,12,13/목5,6,7(3과107)"
보건과학 보건행정학과,학과기초,보건교육학,3,,"월2,3,4,5,6,7(3과107)"
보건과학 보건행정학과,전공선택,보건의료DB,3,김도진,"목10,11,12,13,14,15(1과516-01)"
보건과학 보건행정학과,학과기초,보건행정학,3,김성호,"화10,11,12,13,14,15(3과107)"
보건과학 보건행정학과,전공선택,암등록,3,이종헌,"수4,5,6/목4,5,6"
보건과학 보건행정학과,전공선택,의료및병원서비스질관리,3,김장묵,"월14,15,16/수10,11,12(3과107)"
보건과학 보건행정학과,전공필수,의무기록관리학,3,서순원,"화10,11,12,13,14,15(약학114-01)"
보건과학 보건행정학과,전공선택,의무기록실무,3,서순원,"목10,11,12,13,14,15(3과107)"
보건과학 보건행정학과,대학기초교양,의학용어,3,,"화2,3,4,5,6,7(3과107)"
보건과학 보건행정학과,전공필수,인체생리학,3,김재경,"화14,15,16/수2,3,4(3과107)"
보건과학 보건행정학과,전공선택,조사방법론,3,성동효,"월3,4,5,6,7,8"
외국어 러시아어과,전공선택,고급러시아어회화2(원어),3,나비바체바,"수9,10,11/목10,11,12(인523-01)"
외국어 러시아어과,전공선택,교과논리및논술,2,전병용,"월14,15,16,17(인429-01)"
외국어 러시아어과,전공선택,국내인턴십1(러시아어),18,,
외국어 러시아어과,전공선택,국내인턴십2(러시아어),12,,
외국어 러시아어과,전공선택,러시아문학개론,3,조규연,"화2,3,4(인516-01)/목13,14,15(인523-01)"
외국어 러시아어과,전공필수,러시아산문텍스트번역(원어),3,서상국,"화15,16,17/목15,16,17(인516-01)"
외국어 러시아어과,전공선택,러시아어교재연구및지도법,3,표경현,"목10,11,12,13,14,15(인429-02)"
외국어 러시아어과,전공선택,러시아어뉴스청취(원어),2,나비바체바,"화14,15,16,17(인323)"
외국어 러시아어과,전공선택,러시아어와사회문화,3,이은순,"월10,11,12/수12,13,14(인516-01)"
외국어 러시아어과,전공선택,러시아어작문,3,남서영,"수2,3,4/목10,11,12(인516-01)"
외국어 러시아어과,전공선택,러시아작가와의대화(원어),3,조규연,"화5,6,7(인516-01)/목16,17,18(인523-01)"
외국어 러시아어과,전공선택,멀티러시아어2,2,함영준,"화14,15,16,17(인523-01)"
외국어 러시아어과,전공선택,비즈니스러시아어(원어),3,함영준,"수5,6,7/목2,3,4(인516-01)"
외국어 러시아어과,전공필수,영상매체로배우는러시아어,3,함영준,"월2,3,4(인523-01)/목5,6,7(인516-01)"
외국어 러시아어과,대학기초교양,외국문화의이해,3,조원,"월6,7,8/목2,3,4(인008-01)"
외국어 러시아어과,전공선택,중급러시아어강독2,3,서상국,"화6,7,8/목2,3,4(인523-01)"
외국어 러시아어과,전공선택,중급러시아어문법2,3,이은순,"월7,8,9/수9,10,11(인516-01)"
외국어 러시아어과,전공필수,중급러시아어회화2,2,나비바체바,"화10,11,12,13(인523-01)"
외국어 러시아어과,전공필수,중급러시아어회화2,2,나비바체바,"수15,16,17,18(인516-01)"
외국어 러시아어과,학과기초,초급러시아어문법2,3,이은순,"화8,9,10(인516-01)/수5,6,7(인523-01)"
외국어 러시아어과,학과기초,초급러시아어실습2,2,서상국,"화11,12,13(인516-01)/수2,3,4(인523-01)"
외국어 러시아어과,학과기초,초급러시아어회화2,1,나비바체바,"월14,15,16,17(인523-01)"
외국어 러시아어과,학과기초,초급러시아어회화2,1,나비바체바,"목5,6,7,8(인523-01)"
외국어 러시아어과,전공선택,취창업전공세미나2([1전공자 2~4학년만 이수 가능함]),2,함영준,"월14,15,16,17(인516-01)"
외국어 영어과,전공선택,교과논리및논술,2,전병용,"월14,15,16,17(인429-01)"
외국어 영어과,전공선택,국내인턴십1(영어),18,,
외국어 영어과,전공선택,국내인턴십2(영어),12,,
외국어 영어과,전공선택,미국학(원어),3,김주성,"수10,11,12/목13,14,15(인430)"
외국어 영어과,전공선택,미국학(원어),3,김주성,"수13,14,15/목10,11,12(인430)"
외국어 영어과,전공선택,비즈니스영작문,2,크리스토퍼얼빈,"수10,11,12,13(인522)"
외국어 영어과,전공선택,비즈니스영작문,2,존클레이톤위틀,"수14,15,16,17(인423)"
외국어 영어과,전공선택,시사영어실습(원어),3,표경현,"화5,6,7(인430)/수5,6,7(인524-02)"
외국어 영어과,전공선택,시사영어실습,3,앤드류 가스,"목10,11,12(인422)/금8,9,10(인524-02)"
외국어 영어과,전공선택,영국소설(원어),3,이경화,"수2,3,4(인524-02)/목3,4,5(인430)"
외국어 영어과,전공선택,영국소설(원어),3,이경화,"월6,7,8/목13,14,15(인422)"
외국어 영어과,전공선택,영미단편소설(원어),3,손동철,"수5,6,7/금5,6,7(인430)"
외국어 영어과,전공선택,영미드라마,3,손동철,"월10,11,12/화10,11,12(인430)"
외국어 영어과,전공선택,영미문화,3,앤드류 가스,"월10,11,12(인524-02)/화2,3,4(인524-01)"
외국어 영어과,전공선택,영미문화,3,앤드류 가스,"월6,7,8(인430)/화6,7,8(인422)"
외국어 영어과,전공선택,영어교재연구및지도법,3,표경현,"목10,11,12,13,14,15(인429-02)"
외국어 영어과,전공선택,영어구문론(원어),3,장우혁,"수11,12,13,14,15,16(인524-02)"
외국어 영어과,전공선택,영어구문론(원어),3,장우혁,"목11,12,13,14,15,16(인417-01)"
외국어 영어과,전공선택,영어발달사(원어),3,강현석,"월2,3,4/수2,3,4(인430)"
외국어 영어과,전공선택,영어번역실습,3,강현석,"화2,3,4/금9,10,11(인430)"
외국어 영어과,전공선택,영어번역실습,3,강현석,"화14,15,16/금2,3,4(인430)"
외국어 영어과,학과기초,영어읽기2,2,박성만,"화10,11,12,13(인422)"
외국어 영어과,학과기초,영어읽기2,2,박성만,"화14,15,16,17(인422)"
외국어 영어과,학과기초,영작문1,2,손동철,"월14,15,16,17(인430)"
외국어 영어과,학과기초,영작문1,2,손동철,"수13,14,15,16(인422)"
외국어 영어과,학과기초,영작문1,2,이지혜,"목10,11,12,13(인524-02)"
외국어 영어과,학과기초,영작문1,2,이지혜,"목14,15,16,17(인524-02)"
외국어 영어과,대학기초교양,외국언어의이해,3,김민지,"금11,12,13,14,15,16(인526)"
외국어 영어과,학과기초,전공영어회화2,2,앤드류 가스,"월2,3,4,5(인524-02)"
외국어 영어과,학과기초,전공영어회화2,2,앤드류 가스,"화14,15,16,17(인524-02)"
외국어 영어과,학과기초,전공영어회화2,2,앤드류 가스,"목2,3,4,5(인420)"
외국어 영어과,학과기초,전공영어회화2,2,앤드류 가스,"금2,3,4,5(인524-02)"
외국어 영어과,전공선택,취업토익2,3,이경화,"월2,3,4(인422)/수10,11,12(인524-01)"
외국어 영어과,전공선택,취업토익2,3,문경,"월8,9,10,11,12,13(인115-01)"
외국어 영어과,전공선택,,3,문경,"금8,9,10,11,12,13(인212-01)"
외국어 영어과,전공선택,,2,이경화,"금5,6,7,8(인422)"
외국어 영어과,전공선택,,3,표경현,"화13,14,15(인324[화상강의])/목5,6,7(인422)"
외국어 영어과,전공선택,교과논리및논술,2,전병용,"월14,15,16,17(인429-01)"
외국어 영어과,전공선택,국내인턴십1(영어),18,,
외국어 영어과,전공선택,국내인턴십2(영어),12,,
외국어 영어과,전공선택,미국학(원어),3,김주성,"수10,11,12/목13,14,15(인430)"
외국어 영어과,전공선택,미국학(원어),3,김주성,"수13,14,15/목10,11,12(인430)"
외국어 영어과,전공선택,비즈니스영작문,2,크리스토퍼얼빈,"수10,11,12,13(인522)"
외국어 영어과,전공선택,비즈니스영작문,2,존클레이톤위틀,"수14,15,16,17(인423)"
외국어 영어과,전공선택,시사영어실습(원어),3,표경현,"화5,6,7(인430)/수5,6,7(인524-02)"
외국어 영어과,전공선택,시사영어실습,3,앤드류 가스,"목10,11,12(인422)/금8,9,10(인524-02)"
외국어 영어과,전공선택,영국소설(원어),3,이경화,"수2,3,4(인524-02)/목3,4,5(인430)"
외국어 영어과,전공선택,영국소설(원어),3,이경화,"월6,7,8/목13,14,15(인422)"
외국어 영어과,전공선택,영미단편소설(원어),3,손동철,"수5,6,7/금5,6,7(인430)"
외국어 영어과,전공선택,영미드라마,3,손동철,"월10,11,12/화10,11,12(인430)"
외국어 영어과,전공선택,영미문화,3,앤드류 가스,"월10,11,12(인524-02)/화2,3,4(인524-01)"
외국어 영어과,전공선택,영미문화,3,앤드류 가스,"월6,7,8(인430)/화6,7,8(인422)"
외국어 영어과,전공선택,영어교재연구및지도법,3,표경현,"목10,11,12,13,14,15(인429-02)"
외국어 영어과,전공선택,영어구문론(원어),3,장우혁,"수11,12,13,14,15,16(인524-02)"
외국어 영어과,전공선택,영어구문론(원어),3,장우혁,"목11,12,13,14,15,16(인417-01)"
외국어 영어과,전공선택,영어발달사(원어),3,강현석,"월2,3,4/수2,3,4(인430)"
외국어 영어과,전공선택,영어번역실습,3,강현석,"화2,3,4/금9,10,11(인430)"
외국어 영어과,전공선택,영어번역실습,3,강현석,"화14,15,16/금2,3,4(인430)"
외국어 영어과,학과기초,영어읽기2,2,박성만,"화10,11,12,13(인422)"
외국어 영어과,학과기초,영어읽기2,2,박성만,"화14,15,16,17(인422)"
외국어 영어과,학과기초,영작문1,2,손동철,"월14,15,16,17(인430)"
외국어 영어과,학과기초,영작문1,2,손동철,"수13,14,15,16(인422)"
외국어 영어과,학과기초,영작문1,2,이지혜,"목10,11,12,13(인524-02)"
외국어 영어과,학과기초,영작문1,2,이지혜,"목14,15,16,17(인524-02)"
외국어 영어과,대학기초교양,외국언어의이해,3,김민지,"금11,12,13,14,15,16(인526)"
외국어 영어과,학과기초,전공영어회화2,2,앤드류 가스,"월2,3,4,5(인524-02)"
외국어 영어과,학과기초,전공영어회화2,2,앤드류 가스,"화14,15,16,17(인524-02)"
외국어 영어과,학과기초,전공영어회화2,2,앤드류 가스,"목2,3,4,5(인420)"
외국어 영어과,학과기초,전공영어회화2,2,앤드류 가스,"금2,3,4,5(인524-02)"
외국어 영어과,전공선택,취업토익2,3,이경화,"월2,3,4(인422)/수10,11,12(인524-01)"
외국어 영어과,전공선택,취업토익2,3,문경,"월8,9,10,11,12,13(인115-01)"
외국어 영어과,전공선택,,3,문경,"금8,9,10,11,12,13(인212-01)"
외국어 영어과,전공선택,,2,이경화,"금5,6,7,8(인422)"
외국어 영어과,전공선택,,3,표경현,"화13,14,15(인324[화상강의])/목5,6,7(인422)"
외국어 몽골학과,전공선택,고전몽골어연습,3,김경나,"월2,3,4/수6,7,8(인318-02)"
외국어 몽골학과,전공선택,국내인턴십1(몽골학),18,,
외국어 몽골학과,전공선택,국내인턴십2(몽골학),12,,
외국어 몽골학과,전공선택,국외인턴십1(몽골학),18,,
외국어 몽골학과,전공선택,국외인턴십2(몽골학),12,,
외국어 몽골학과,전공선택,몽골경제ㆍ사회(원어),3,류병재,"월12,13,14/화15,16,17(인318-02)"
외국어 몽골학과,전공선택,몽골구비문학(원어),3,린칭출템수렝,"월15,16,17/수2,3,4(인322-01)"
외국어 몽골학과,전공선택,몽골바이오유산학의이해(원어),3,류병재,"화2,3,4,5,6,7(인322-01)"
외국어 몽골학과,학과기초,몽골어2,3,송병구,"월15,16,17/화12,13,14(인318-02)"
외국어 몽골학과,학과기초,몽골어기초회화및실습2,3,두게르잡비지야,"월2,3,4,5(인322-01)/목5,6,7,8(인318-02)"
외국어 몽골학과,학과기초,몽골어기초회화및실습2,3,노로브냠,"수2,3,4,5(인318-02)/목10,11,12,13(인322-01)"
외국어 몽골학과,전공선택,몽골어통번역2(원어),3,김보라,"목2,3,4,5,6,7(인322-01)"
외국어 몽골학과,전공선택,시사몽골어2(원어),3,노로브냠,"화8,9,10/수10,11,12(인322-01)"
외국어 몽골학과,전공필수,실무몽골어회화및실습(원어),3,두게르잡비지야,"월6,7,8,9/화11,12,13,14(인322-01)"
외국어 몽골학과,대학기초교양,외국문화의이해,3,조원,"월6,7,8/목2,3,4(인008-01)"
외국어 몽골학과,전공선택,유목민족사,3,류병재,"월6,7,8/화8,9,10(인318-02)"
외국어 몽골학과,전공필수,중급몽골어,3,노로브냠,"화15,16,17/수14,15,16(인322-01)"
외국어 몽골학과,전공선택,중급몽골어강독,3,두게르잡비지야,"화2,3,4/목15,16,17(인318-02)"
외국어 몽골학과,전공필수,중급몽골어회화및실습,3,린칭출템수렝,"수10,11,12,13/목10,11,12,13(인318-02)"
외국어 몽골학과,전공선택,취업몽골어회화및실습2(원어),3,김보라,"수6,7,8,9/목14,15,16,17(인322-01)"
외국어 몽골학과,전공선택,취창업전공세미나2([1전공자 2~4학년만 이수 가능함]),2,송병구,"수14,15,16,17(인318-02)"
외국어 몽골학과,전공선택,캡스톤디자인2(몽골학)(원어),3,송병구,"목19,20,21(인318-02)"
